Id	x_coord	y_coord
תקנות ארגון הפיקוח על העבודה (ניטור סביבתי וניטור ביולוגי של עובדים   בגורמים מזיקים), התשנ"א-1990	40	208
תקנות הבניה), ו"מנהל מחצבה" כמשמעותו בתקנות הבטיחות בעבודה (מחצבות אבן), תשכ"ה-1965	40	209
פקודת סדרי השלטון והמשפט, תש"ח-1948	40	210
הוראות סעיף זה באות להוסיף על הוראות פקודת חוקרי סיבות המוות, ולא לגרוע מהן. מיום 15.7.2014 תיקון מס' 1 ס"ח תשע"ד מס' 2459	40	211
תקנה 34 הנוסח הקודם: דמי פגיעה וקצבה לאסיר או לעציר 34. אסיר או עציר כאמור בתקנה 31 לא ישלם לו המוסד דמי פגיעה וקצבה לפי הסעיפים 20 ו-21 לחוק.   מיום 15.3.1973 תק' תשל"ג-1973	40	212
חוקית או מתוך אמונה סבירה ובתום לב בקיומה של הרשאה חוקית; בסעיף זה, "מעשה" – לרבות מחדל. מיום 10.2.2006 תיקון מס' 10 ס"ח תשס"ה מס' 2026	40	213
תקנות הבטיחות בעבודה (עבודות בניה), תשמ"ח-1988	40	214
תקנות הביטוח הלאומי (קביעת דרגת נכות לנפגעי עבודה), תשט"ז-1956	40	215
פקודה על     סדנאות במוסדות חינוך (תיקון מס' 1)      תשל"ד-1974	40	216
תקנות אלה, לא ישתמשו בפיגום כל עוד לא תוקן כראוי, להנחת דעתו של מנהל העבודה. שינויים בפיגום תק' תשע"ט-2019	40	217
תקנה 27(ב) ו-(ד), פטור מהגשת דין וחשבון לפי תקנה 8 לתקנות הביטוח הלאומי (גביית דמי ביטוח), תשי"ד-1954	40	218
תקנות 6, 7 לענין תחילה והוראות מעבר. מס' 1573 מיום 30.4.1964 עמ' 1151 – תק' (מס' 3) תשכ"ד-1964	40	219
תקנות אלה יחולו על כל עבודות בניה ובניה הנדסית. מיום 15.12.1998 תק' תשנ"ח-1998	40	220
תקנה זו, רואים כהכשרה מעשית גם שיעורי מקצוע הניתנים לפי חוק החניכות, תשי"ג-1953	40	221
הוראות סעיף זה לא יחולו לגבי מקום עבודה שעיקר עיסוקו ייצור, מילוי, החסנה, הולכה, הובלה או שיווק של גז (להלן – מפעל גז). מיום 1.1.1983 תיקון מס' 2 ס"ח תשמ"ב מס' 1051	40	222
הוראת שעה (תיקון) תשע"ט-2018	40	223
הוראות סעיפים 11 עד 16. מיום 3.7.1969 תיקון מס' 2 ס"ח תשכ"ט מס' 561 מיום 3.7.1969	40	224
תקנה 19 הנוסח הקודם: המצאת מסמכים להוכחת הזכות לגימלה 19. לכל תביעה יצורפו המסמכים והתעודות להוכחת זכותו של התובע גימלה. תק'     תשנ"ח-1998	40	225
חוק ארגון הפיקוח על העבודה (תיקון מס' 2), תשמ"ב-1982	40	226
הוראת שעה ס"ח תשע"ט מס' 2761	40	227
הוראות תקנות התכנון והבניה (סטיה ניכרת מתכנית), תשכ"ז-1967	40	228
הוראות הבטיחות" – הוראות הדין המפורטות בתוספת;           "מבצע בנייה" – כמשמעותו בתקנות 1 ו-6 לתקנות הבטיחות בעבודה (עבודות בנייה), התשמ"ח-1988	40	229
תקנות לפי סעיף זה, שיוחדו למפעלים שעיקר עיסוקם ייצור, מילוי, החסנה, הולכה, הובלה או שיווק של גז יותקנו לאחר התייעצות עם שר האנרגיה והתשתית. מיום 1.12.1989	40	230
תקנת מדי-חום וקיומם במקומות ובמצבים שיקבע.           (ב)  תקנות למפעלים לפי סעיף זה יכול שיהיו כלליות או לסוג או הגדר פלוני של מפעלים או חלקיהם.  (תיקון מס' 5)  תשמ"ט-1989	40	231
תקנות הבטיחות בעבודה (עבודה על גגות שבירים או תלולים), התשמ"ו-1986	40	232
הוראות תקנה זו אינן חלות -  (1)   אם המעביד משלם דמי ביטוח לפי שיעור שנקבע בתקנה 5 או לפי שיעור ממוצע למפעל מורכב כאמור בתקנה 3א; תק' (מס' 2)      תשל"ה-1975	40	233
חוק האמור להיות מפקח עבודה אזורי באזור שבו נמצא המפעל;  מיום 21.5.1982 תיקון מס' 3 ס"ח תשמ"ב מס' 1051	40	234
תקנה 8(ב). מיום 25.2.1999 תק' תשנ"ט-1999	40	235
הוראה לגבי כל עובד לחוד. מיום 23.8.1974 תיקון מס' 1 ס"ח תשל"ד מס' 745 מיום 23.8.1974	40	236
תקנה 5 לענין הוראת מעבר. תוקנה מס' 6238 מיום 11.5.2003 עמ' 697 – הוראת שעה (תיקון) תשס"ג-2003	40	237
תקנה 20, לגבי עגורן צריח הנמצא בישראל ביום פרסומן של תקנות אלה ברשומות – ביום כ"ב באייר תשכ"ז (1 ביוני 1967	40	238
הוראה על פי סעיף 25(א), דינו – קנס 500 לירות. (תיקון     מס' 2)      תשמ"ב-1982	40	239
תקנה זו; תק'     תשע"ג-2012	40	240
חוק), ולאחר התייעצות עם המועצה הארצית לתכנון ולבנייה, אני מתקין תקנות אלה: חלק א': פרשנות סימן א': הגדרות הגדרות   1.       בתקנות אלה – תק'     תשע"ח-2018	40	241
הוראות תקנות אלה והוראות יצרן הפיגום, ואם הפיגום טעון תכנון של מתכנן הקמת פיגומים – גם לפי הוראות מתכנן הקמת הפיגומים ותכנית הפיגומים. מיום 15.12.1998 תק' תשנ"ח-1998	40	242
הוראות תקנות רישוי עסקים (מעבדות רפואיות), תשל"ז-1977	40	243
תקנת משנה (ב). תק' תשס"ב-2002	40	244
חוק רישום קבלנים לעבודות הנדסה בנאיות, תשכ"ט-1969	40	245
תקנת משנה (א) יינתן, בכתב, למבצע הבניה, ליצרן הטפסה או ליבואן, לפי הענין. מיום 16.6.1992 תק' תשנ"ב-1992	40	246
תקנות אלה. תחילה   14.  תחילתן של תקנות אלה ביום העשירי לאחר פרסומן. השם   15.  לתקנות אלה ייקרא "תקנות מס מקביל (שירותי בריאות בעבודה), תשל"ג–1973	40	247
תקנה 24; תק'     תש"ף-2020	40	248
הוראות מעבר (תוקנו ק"ת תשכ"ב מס' 1254	40	249
תקנות   רישום קבלנים לעבודות הנדסה בנאיות (מנהלי עבודה), תשמ"ב-1982	40	250
תקנה 26(1ב)(2) ייקבעו בהסכם בין המוסד לבין משרד העבודה. מיום 1.10.1962 תק' (מס' 5) תשכ"ב-1962	40	251
חוק), ובאישור ועדת העבודה והרווחה של הכנסת לפי סעיף 48(א) לחוק-יסוד: הממשלה וסעיף 2(ב) לחוק העונשין, תשל"ז-1977	40	252
תקנה 2, של מי שאינו חבר בקיבוץ או במושב שיתופי, ענף או שירות לא חקלאיים שאינם מיועדים בעיקרם לצריכה או לשימוש העצמיים של הקבוץ או המושב השיתופי או חבריהם. תק' תשכ"ג-1963	40	253
הוראות החוק והתקנות לפיו. מיום 21.5.1982 תיקון מס' 2 ס"ח תשמ"ב מס' 1051	40	254
חוק החניכות).   מיום 15.3.1973 תק' תשל"ג-1973	40	255
תקנה זו –   תק'     תש"ם-1980	40	256
חוק: אם מקום תשלום השכר והזמן לגבייתו נקבעו על ידי המעביד בדרך כלל או במיוחד לפני קרות התאונה; תק' (מס' 2)      תשל"ב-1972	40	257
חוק הביטוח הלאומי, תשי"ד-1953	40	258
חוקה חוק ומשפט של הכנסת, רשאי, בצו, לשנות את התוספת. מיום 10.2.2006 תיקון מס' 10 ס"ח תשס"ה מס' 2026	40	259
תקנות הבטיחות (עגורני צריח), תשכ"ז-1966	40	260
תקנות (תיקון מס' 6) תשס"ה-2005	40	261
תקנות Go 12 סעיף 43א  אגרות Go 12 סעיף 44  הוראות מעבר Go 12   חוק ארגון הפיקוח על העבודה, תשי"ד-1954	40	262
הוראות סימן זה. מיום 15.7.2014 תיקון מס' 7 ס"ח תשע"ד מס' 2459	40	263
פקודה על     מעליות, דרגנועים ומיתקני לחץ בחצרים שאינם מפעל (תיקון מס' 6)      תשס"ה-2005	40	264
תקנה 3 לענין תחילה. מס' 997 מיום 17.3.1960 עמ' 857 – תק' (מס' 5) תש"ך-1960	40	265
תקנות), כנוסחו ביום כ"א בטבת תשנ"ז (31 בדצמבר 1996	40	266
חוק החומרים המסוכנים, תשנ"ג-1993	40	267
חוקים אלה: (1)  חוק העונשין, התשל"ז-1977	40	268
תקנות החשמל (התקנת כבלים במתח שאינו עולה על   מתח נמוך), תש"ס-2000	40	269
תקנות עבודת הנוער (עבודות אסורות ועבודות מוגבלות), התשנ"ו-1995	40	270
תקנה 39 זקפי פיגום תק'     תשנ"א-1991	40	271
תקנה 25(2)(ב) - מעבידו של החניך לענין חוק החניכות, תשי"ג-1953	40	272
הוראות סעיף 8ג יחולו בשינויים המחוייבים. מיום 21.5.1982 תיקון מס' 2 ס"ח תשמ"ב מס' 1051	40	273
תקנות ארגון הפיקוח על העבודה (מסירת מידע והדרכת עובדים), תשמ"ד-1984	40	274
חוק לתיקון פקודת הבטיחות בעבודה (מס' 9), תשע"ו-2016	40	275
תקנה 2ב;   "שירות רפואי מוסמך" – כל אחד מאלה: תק'     תשנ"ו-1996	40	276
תקנה זו. מיום 31.3.1987 תק' תשמ"ז-1987	40	277
תקנה 24א   מיום 1.1.1976 תק' תשל"ו-1976	40	278
חוק התקנים, התשי"ג-1953	40	279
הוראת שעה תשס"ג-2002	40	280
תקנות החשמל (הארקות ואמצעי הגנה מפני חישמול במתח עד 1000 וולט), תשנ"א-1991	40	281
תקנות הבטיחות בעבודה (עגורנאים, מפעילי מכונות הרמה אחרות ואתתים), תשנ"ג-1992	40	282
תקנות התכנון והבניה (חישוב שטחים ואחוזי בניה בתכניות ובהיתרים), תשנ"ב-1992	40	283
חוק  הם 0.2% מהסכום שלפיו משתלמים דמי ביטוח לפי סעיף 39(ב) לחוק כפי ששונה בתקנות לפי סעיף 45(א) לחוק, כפול שלושה כפול חמישה.   מיום 1.4.1964 תק' (מס' 2) תשכ"ד-1964	40	284
הוראתו תינתן בכתב ובחתימת ידו, תוך התחשבות בגילו של העובד, באפשרויות תעסוקה חליפיות וברצונו של העובד שהובע בכתב. מיום 11.8.2000 תק' תש"ס-2000	40	285
תקנות הבטיחות בעבודה (הגבלות בהתזת אסבסט), תשל"ח-1978	40	286
תקנות 17(ג), 36(ה) ו-110(ב) ו-(ג) ביום י"ז בטבת התשפ"א (1 בינואר 2021	40	287
הוראה של סימן זה לגבי החדר הנדון בתובענה.  מיום 23.8.1974 תיקון מס' 1 ס"ח תשל"ד מס' 745 מיום 23.8.1974	40	288
הוראות פקודה זו או תקנה לפיה, יראו את הדבר כאילו היתה הפרת הוראה לגבי כל עובד לחוד. מיום 23.8.1974 תיקון מס' 1 ס"ח תשל"ד מס' 745 מיום 23.8.1974	40	289
חוק בית הדין לעבודה תשכ"ט–1969	40	290
הוראות חיקוק או לפי הוראה אחרת, לרבות אורח של תופש המקרקעין שלא על מנת לקבל פרס. אחריות כלפי מסיג גבול בשטח צבאי (תיקון מס' 4) תש"ל-1970	40	291
תקנות אלה שנה מיום פרסומן ביום ה' בטבת תשס"ב (31 בדצמבר 2001	40	292
הוראות פרק ב'1 לחוק הגז (בטיחות ורישוי), התשמ"ט-1989	40	293
חוק, על תוצאות הפגיעה ועל תקופת אי כושרו לעבודתו או לעבודה מתאימה אחרת. מיום 31.3.1977 תק' תשל"ז-1977	40	294
תקנות שיעורי שכר בטלה והוצאות שישלם המעסיק למי שאינו עובד המפעל ומונה כאמור כחבר בועדת הבטיחות. (תיקון     מס' 2)      תשמ"ב-1982	40	295
תקנה 3 לענין תחילה. עמ' 770 – תק' (מס' 2) תשמ"א-1981	40	296
חוק כי דינם כדין גופים פטורים, ועל קניה ומכירה של חומרי נפץ בידי כל אחד מאלה. מיום 21.3.1996 תק' תשנ"ו-1996	40	297
תקנות אלה: הגדרות   1.    בתקנות אלה –           "ממונה על העבודה" - לרבות "מנהל עבודה" כמשמעותו בתקנות הבטיחות בעבודה (עבודות בניה), תשמ"ח-1988	40	298
תקנות אלה: חלק א': פרשנות סימן א': הגדרות הגדרות   1.       בתקנות אלה – תק'     תשע"ח-2018	40	299
חוק אחר ולא להחליפן או לגרוע מהן, זולת אם יש הוראה אחרת מפורשת. ביצוע   247.  השר ממונה על ביצוע פקודה זו. אגרות (תיקון מס' 9)      תשע"ו-2016	40	300
הוראות בדבר תקופת כהונתו של המועצה והתנאים להפסקת החברות בה.           (ד)  הודעה על הרכב מועצת המוסד תפורסם ברשומות. מיום 15.7.2014 תיקון מס' 8 ס"ח תשע"ד מס' 2459	40	301
חוק כפי ששונה בתקנות לפי סעיף 45(א) לחוק, כפול חמישה הם 0.4% מסכום הכנסת מינימום לפי פרט 1 בלוח י"א לחוק, כפול חמישה.   מיום 15.3.1973 תק' תשל"ג-1973	40	302
תקנות הגנת הצומח (הסדר, יבוא ומכירה של תכשירים כימיים),   התשנ"ה-1994	40	303
הוראות תקנות 79 ו-80 לתקנות האמורות. 5.        תקנה 2(א) לתקנות הבטיחות בעבודה (עגורנאים, מפעילי מכונות הרמה אחרות ואתתים), התשנ"ג-1992	40	304
תקנות 17(ג), 36(ה) ו-110(ב) ו-(ג) ארבעה חודשים מיום התחילה ביום כ"ד בטבת התשע"ט (1 בינואר 2019	40	305
תקנות הבטיחות בעבודה (הרמת בני אדם   במלגזות), תשמ"ג-1983	40	306
תקנות החשמל (עבודה במיתקנים חשמליים חיים),   התשכ"ז-1967	40	307
תקנה 2א   מיום 24.11.1990 תק' תשנ"א-1990	40	308
תקנות הבטיחות בעבודה (ציוד מגן אישי), תשנ"ז-1997	40	309
תקנות החשמל (הארקות ואמצעי הגנה בפני חשמול במתח עד 1000 וולט), תשנ"א-1991	40	310
תקנת מיתקן ההרמה על הפיגום, מתכנן הקמת פיגומים בדק את השפעת התקנת מיתקן ההרמה על גבי הפיגום על יציבות הפיגום, וקבע הוראות לחיזוק הפיגום ולשימוש במיתקן ההרמה; תק'     תשע"ט-2019	40	311
הוראות לחיזוק הפיגום ולשימוש במיתקן ההרמה; תק'     תשע"ט-2019	40	312
תקנות אלה חודשיים מיום פרסומן, והן יחולו על בקשה למידע להיתר שהוגשה במועד תחילתן של תקנות אלה (להלן – יום התחילה) או לאחריו, ועל בקשה להיתר שתוגש על פי מידע כאמור.            תק'     תש"ף-2020	40	313
תקנה 7(א) הצהרת ויתור על סודיות רפואית לפי תקנות מס מקביל (שירותי בריאות בעבודה), תשל"ג–1973	40	314
תקנה 15 בתקנות הביטוח הלאומי (בדיקות רפואיות), תשכ"ה-1965	40	315
תקנה 1) שמות המתכות המסוימות, תרכובותיהן, ונוסחאותיהן הכימיות מיום 7.4.1999 תק' תשנ"ט-1999	40	316
תקנות בטיחות, בריאות וגיהות מיום 28.1.2016 תיקון מס' 9 ס"ח תשע"ו מס' 2525	40	317
תקנות הבטיחות בעבודה (גיהות תעסוקתית   ובריאות העובדים ברעש), תשמ"ד-1984	40	318
תקנות התכנון והבנייה (בקשה להיתר, תנאיו ואגרות), התש"ל-1970	40	319
הוראת תקנת משנה (א) לא תחול על הפסקה שאינה עולה על 48 שעות, ובלבד שלפרק הזמן האמור, כולו, יגודר המקום ויועמד שומר למניעת גישה למקום.  פרק י"א: ביטומן חם  התאמת עובדים תק'     תשנ"א-1991	40	320
תקנות אלה יחולו על כל עבודות בניה ובניה הנדסית למעט קו או שלוחה של מסילת ברזל, כביש, מגרש חניה או מגרש ספורט. ביטול   196. תקנות הבטיחות בעבודה (עבודות בניה), תשט"ו-1955	40	321
חוק התקנים, תשי"ג-1953	40	322
הוראות סעיף 119א, את הפעלתו. מיום 14.7.2006 תיקון מס' 6 ס"ח תשס"ה מס' 2013	40	323
תקנה 40, תאושר גם תקופת אי כשרו של הנפגע לעבודתו או לעבודה מתאימה אחרת על ידי המעביד, הטייס, המפקד או רב החובל, לפי הענין. תנאים לפיהם     תיחשב תאונה כתאונת עבודה תק' (מס' 3)      תשכ"ה-1965	40	324
הוראות מעבר Go 12   חוק ארגון הפיקוח על העבודה, תשי"ד-1954	40	325
תקנה 2 לענין תחילה. מס' 1178 מיום 20.7.1961 עמ' 2434 – תק' (מס' 3) תשכ"א-1961	40	326
תקנת מערכות תאורה והגברה; (מחק את המיותר), וכי הוא עומד בכל הדרישות המפורטות בפרקים ב' ו-ג' לתקנות הבטיחות בעבודה (עבודה בגובה), התשס"ז-2007	40	327
הוראות מעבר (תיקון מס' 5)      תשנ"ז-1997	40	328
תקנות הבטיחות בעבודה (עגורנאים ומאותתים), תשכ"ז-1966	40	329
חוק העונשין, תשל"ז-1977	40	330
תקנות ארגון הפיקוח על העבודה (ממונים על הבטיחות), התשנ"ו-1996	40	331
הוראות סעיף 19. מיום 15.9.2019 תיקון מס' 12 ס"ח תשע"ח מס' 2708	40	332
תקנות אלה במשך 30 שנים לפחות מיום ביצוען; המעבדה תשלח העתק מתוצאות הבדיקות, עם קבלתן, למפקח עבודה אזורי וליושב ראש הועדה הטכנית. מיום 24.11.1990	40	333
תקנה זו, "ילד" - עד גיל עשר, או בכל גיל שמחמת ליקוי גופני או נפשי זקוק הוא לליווי. מיום 13.6.1974 תק' (מס' 3) תשל"ד-1974	40	334
חוק השיפוט הצבאי, התשט"ו-1955	40	335
הוראות תקנות החשמל (התקנת רשתות חשמל עיליות במתח עד 1000 וולט), תשנ"ה-1995	40	336
תקנות התכנון והבנייה (מסירת מידע), התשמ"ט-1989	40	337
תקנה 26) תקנות הבטיחות בעבודה (עגורני-צריח), תשכ"ז-1966	40	338
הוראות סעיף 8ג יחולו בשינויים המחוייבים.   מיום 15.7.2014 תיקון מס' 8 ס"ח תשע"ד מס' 2459	40	339
הוראות סעיף 195, דינו – קנס 1,500 לירות וקנס נוסף 150 לירות בעד כל יום שבו נמשכת העבירה. מיום 23.8.1974 תיקון מס' 1 ס"ח תשל"ד מס' 745 מיום 23.8.1974	40	340
תקנות התכנון והבניה (בקשה להיתר, תנאיו ואגרות), תש"ל-1970	40	341
תקנות 9, 11 או 168.  מיום 29.8.1991 תק' תשנ"א-1991	40	342
תקנות הבטיחות בעבודה (ניטור סביבתי וניטור ביולוגי של עובדים בגורמים מזיקים), התשע"א-2011	40	343
תקנה 15 לענין תחילה. ת"ט מס' 5762 מיום 8.6.1996 עמ' 1050. ת"ט מס' 5772 מיום 11.7.1996 עמ' 1442. ק"ת תשנ"ח מס' 5887	40	344
תקנות משנה 6(ג), 6(ד)   מיום 12.11.1959 תק' תש"ך-1959	40	345
תקנה 25 כאמור בתקנה 25(2)(ב) וכן מבוטח כאמור בתקנה 26 (1א) ו-(1ב) – הם 0.4% מסכום הכנסת מינימום לפי פרט 1 בלוח י"א לחוק, כפול עשרה.   מיום 13.6.1974 תק' (מס' 3) תשל"ד-1974	40	346
תקנת משנה 20(ג)   מיום 1.10.1970 תק' תש"ל-1970	40	347
תקנות הגנת הצומח (הסדר יבוא   ומכירה של תכשירים כימיים), התשנ"ה-1994	40	348
חוק (להלן – שירות רפואי מוסמך), על תוצאות הפגיעה ועל תקופת אי כשרו של המבוטח לעבודתו או לעבודה מתאימה אחרת. צירוף אישור     רפואי של תושב אזור מוחזק תק'     תשל"ז-1977	40	349
חוק.  (ד) החישוב לפי תקנת משנה (א) ייערך לראשונה בעד התקופה של שלוש שנים המסתיימת ביום כ"ח באדר ב' תשי"ז (31 במרס 1957	40	350
הוראות מעבר. ק"ת תשנ"א מס' 5302	40	351
תקנות הבטיחות בעבודה (גיליון בטיחות) (גיליון בטיחות, סיווג, אריזה, תיווי וסימון של אריזות), תשנ"ח-1998	40	352
פקודה ובצו הבטיחות בעבודה (עבודות בניה הנדסית), תשכ"ב-1961	40	353
תקנות אלה היא ביום כ"ב באייר תשכ"ז (1 ביוני 1967	40	354
חוק יגיש תביעתו לפי טופס שאפשר להשיגו בכל אחד מסניפי המוסד. תק'     תשנ"ח-1998	40	355
חוק. הנדרש חייב למסור את הפרטים בכתב בחתימת ידו או בעל פה בפני פקיד המוסד ולאשרם בחתימת ידו. דו"ח של     המעביד תק' תשי"ט-1959	40	356
חוק זה הועברו לשר הרווחה והשירותים החברתיים: י"פ תשע"ז מס' 7394	40	357
הוראת שעה), התשע"ז-2017	40	358
הוראת שעה (מס' 2) תשמ"ג-1982	40	359
פקודה שפורסמה ע"ר 1946, תוס' 1 מס' 1472, עמ' 60; ס"ח 164, תשי"ד, עמ' 208; ס"ח 382, תשכ"ג, עמ' 6. תוקנה ס"ח תשל"ד מס' 745 מיום 23.8.1974	40	360
תקנות החשמל (מיתקן חשמלי ארעי באתר בניה במתח שאינו עולה על מתח נמוך), תשס"ג-2002	40	361
תקנת משנה (א)[1]. מיום 17.3.1955 תק' תשט"ו-1955	40	362
תקנות המהנדסים והאדריכלים, ושחתם על הבקשה להיתר ועל נספחיה כאחראי לתכנון שלד הבניין נושא הבקשה ולביצוע פיקוח עליון על הקמתו; תק'     תשע"ח-2018	40	363
חוק הגנת הפרטיות, תשמ"א-1981	40	364
חוקה חוק ומשפט של הכנסת ביום 5.8.1970 לפי סעיף 16 לפקודת סדרי השלטון והמשפט, תש"ח-1948	40	365
תקנות אלה ייקרא "תקנות הבטיחות בעבודה (עגורני-צריח), תשכ"ז-1966	40	366
חוק לתיקון סדרי הדין האזרחי (המדינה כבעל דין), תשי"ח-1958	40	367
הוראות בדבר מבנה הדרגנוע, דרכי הבדיקה והאישור של הדרגנוע, דרכי השימוש בדרגנוע ותחזוקתו, והכל בכפוף לתקן. מיום 14.7.2006 תיקון מס' 6 ס"ח תשס"ה מס' 2013	40	368
פקודת תאונות ומחלות משלח-יד (הודעה),   1945 3 פקודת   הנזיקין 4 תקנות הבטיחות בעבודה (עגורני צריח),   תשכ"ז-1966	40	369
פקודה.            (ב)  תסקיר הבדיקה יימצא באתר הבניה בצמוד לפנקס הכללי.  מיום 29.8.1991 תק' תשנ"א-1991	40	370
חוק, ישלם דמי-ביטוח מפני פגיעה בעבודה בשיעור של 75% מהאמור בתקנת משנה (א).   מיום 1.10.1982 תק' תשמ"ג-1982	40	371
פקודה זו או תקנה לפיה, יראו את הדבר כאילו היתה הפרת הוראה לגבי כל עובד לחוד. מיום 23.8.1974 תיקון מס' 1 ס"ח תשל"ד מס' 745 מיום 23.8.1974	40	372
תקנה זו -            "מדד" - מדד תשומות הבניה כפי שמפרסמת אותו הלשכה המרכזית לסטטיסטיקה;           "מדד בסיסי" - המדד שפורסם בחודש דצמבר 1981	40	373
הוראות סעיף 119א, שבו מפורש עומס העבודה הבטוח של הדרגנוע. מיום 14.7.2006 תיקון מס' 6 ס"ח תשס"ה מס' 2013	40	374
תקנות (תיקון מס' 7)      תשע"ד-2014	40	375
חוק.   מיום 15.3.1973 תק' תשל"ג-1973	40	376
חוק, אם ניתן; (12)  העתק אישור הרשות לשמירת הטבע והגנים הלאומיים, אם נדרש לפי חוק גנים לאומיים, שמורות טבע, אתרים לאומיים ואתרי הנצחה, התשנ"ח-1998	40	377
תקנות ארגון הפיקוח על העבודה (תכנית   לניהול הבטיחות), תשעג-2013	40	378
תקנות;           "סוג או הגדר", לענין מפעלים – לרבות תיאורה של קבוצת מפעלים לפי מקום הימצאם;           "עבודה רצופה" – עבודה הנמשכת ללא הפסקה של חצי שעה או יותר; (תיקון מס' 1)      תשל"ד-1974	40	379
תקנת משנה (א) – (1)   יצרן, סוכן, יבואן או משווק, ימציא גליון בטיחות למקבל חומר מסוכן מהמפורטים בפסקאות (1), (2) או (4) בתקנת משנה (א), לפי דרישתו; תק'     תש"ס-2000	40	380
חוק החשמל, התשי"ד-1954	40	381
חוק ארגון הפיקוח על העבודה (תיקון מס' 11 – הוראת שעה), התשע"ט-2018	40	382
הוראות סעיף 5 לפקודה יחולו לגבי מחלות המקצוע המפורטות בתוספת, בנוסף למחלות המקצוע המפורטות בתוספת השלישית לפקודה. ביטול   3.    תקנות מחלות מקצוע (חובת הודעה - רשימה נוספת), תשכ"ח-1968	40	383
תקנות 1 ו-6 לתקנות הבטיחות בעבודה (עבודות בנייה), התשמ"ח-1988	40	384
חוק: אם מקום תשלום השכר והזמן לגבייתו נקבעו על ידי המעביד בדרך כלל או במיוחד לפני קרות התאונה; מקום אחר שבו     נמצא ילד תק' (מס' 3)      תשל"ד-1974	40	385
חוק להוציא מבוטח שהוא כבאי מתנדב כמשמעותו בסעיף 1 לחוק שירותי הכבאות, תשי"ט-1959	40	386
תקנות. מיום 15.7.2014 תיקון מס' 8 ס"ח תשע"ד מס' 2459	40	387
חוק (מס' 3)      תשכ"ה-1965	40	388
תקנות רופאי השיניים (הגדרת תחום עבודתם של טכנאי השיניים והסדרתה), תשמ"ו-1986	40	389
תקנה 18 של התקנות הנזכרות בסעיף (ד) לעיל.               תאריך             שם המפעל               חתימה     כ"א בסיון תשנ"ב (22 ביוני 1992	40	390
הוראת שעה (תוקנו מס' 4434 מיום 5.12.1982 עמ' 330 – תק' (תיקון) תשמ"ג-1982	40	391
חוק, ישלם דמי ביטוח מפני פגיעה בעבודה בשיעור של 75% מהאמור בתקנת משנה (א).   מיום 31.3.1975 תק' (מס' 2) תשל"ה-1975	40	392
תקנת משנה (א), יוודא כי לחומר המסוכן צורף גליון בטיחות. מיום 28.5.2000 תק' תש"ס-2000	40	393
תקנות   מחלות מקצוע (חובת הודעה – רשימה נוספת), תש"ם-1980	40	394
תקנות הוראות בדבר מבנה הדרגנוע, דרכי הבדיקה והאישור של הדרגנוע, דרכי השימוש בדרגנוע ותחזוקתו, והכל בכפוף לתקן. מיום 14.7.2006 תיקון מס' 6 ס"ח תשס"ה מס' 2013	40	395
תקנות בריאות העם (מעבדות רפואיות), תשל"ז-1977	40	396
פקודה זו חלה עליהן, אלא אם נבדק ונערכו תסקירים כאמור תוך ארבעה עשר החדשים שקדמו לכך. מיום 23.8.1974 תיקון מס' 1 ס"ח תשל"ד מס' 745 מיום 23.8.1974	40	397
תקנות ארגון הפיקוח על העבודה (תכנית לניהול הבטיחות), תשע"ג-2013	40	398
תקנות ארגון הפיקוח על העבודה (מסירת   מידע והדרכת עובדים), תשנ"ט-1999	40	399
תקנת משנה (א) יהיה זכאי לעמלה בשיעור של 2.5% מדמי הפגיעה ששולמו על ידיו בשם המוסד. מיום 23.9.1965 תק' (מס' 3) תשכ"ה-1965	40	400
הוראות הבטיחות (תיקון מס' 11 – הוראת שעה)     תשע"ט-2018	40	401
תקנות מס מקביל (שירותי בריאות בעבודה), תשל"ג-1973	40	402
חוק המועצה להשכלה גבוהה, תשי"ח-1958	40	403
חוק חומרי נפץ, תשי"ד-1954	40	404
חוק, כל עוד הוא בחוץ לארץ. תק'     תשט"ז-1956	40	405
חוק התכנון והבניה, תשכ"ה-1965	40	406
תקנת משנה (ב) לגבי תקופת האיזון המסתיימת ביום י"ד בניסן תש"ם (1 באפריל 1980	40	407
חוק שוויון זכויות לאנשים עם מוגבלות, סטייה ניכרת; מיום 16.1.2013 תק' תשע"ג-2012	40	408
תקנה 2(א), בתקופה של שנתיים מיום פרסומן של תקנות התכנון והבנייה (רישוי בנייה) (הוראת שעה), התשע"ז-2017	40	409
חוק ביטוח בריאות ממלכתי, תשנ"ד-1994	40	410
פקודה), ובאישור ועדת העבודה הרווחה של הכנסת לפי סעיף 48(א) לחוק-יסוד: הממשלה, וסעיף 2(ב) לחוק העונשין, תשל"ז-1977	40	411
הוראות בדבר אכילה ושתיה הגדרה (תיקון מס' 1)      תשל"ד-1974	40	412
תקנה 70, ככל שנדרש. תק'     תשע"ח-2018	40	413
חוק בריאות ממלכתי, תשנ"ד-1994	40	414
חוק – להוציא מבוטח שהוא כבאי מתנדב כמשמעותו בסעיף 1 לחוק שירותי הכבאות, תשי"ט-1959	40	415
פקודת הבטיחות בעבודה, 1946 (להלן – הפקודה), וסעיפים 14(א) ו-2(ד) לפקודת סדרי השלטון והמשפט, תש"ח-1948	40	416
