Id	Label	timeset	x_coord	y_coord	Degree	Eccentricity	closnesscentrality	harmonicclosnesscentrality	betweenesscentrality	componentnumber	pageranks	Weighted Degree	y_coord_unique	Authority	Hub	modularity_class	clustering	triangles	eigencentrality
תקנה 25(5) - המוסד הרפואי. תק' (מס' 3) תשכ"ה-1965			40	191	2	6	0.364261	0.409164	3.028541	0	0.000514	2		0.011035	0	3	0	0	0.028416
תקנות אלה לא יחולו על – (1)   חומר מסוכן בכמויות או בריכוזים הפטורים כאמור בתקנה 2 לתקנות החומרים המסוכנים (סיווג ופטור), תשנ"ו-1996			40	192	1	6	0.360719	0.404919	0	0	0.000316	1		0.010871	0	4	0	0	0.024601
תקנות הבטיחות בעבודה (עזרה ראשונה), תשל"ג-1972			40	193	3	6	0.434681	0.465004	205.997917	0	0.000635	3		0.021089	0	3	0	0	0.049106
תקנות הבטיחות בעבודה (חשמל), תשמ"ו-1986			40	194	0	0	0	0	0	27	0.000197	0		0	0	33	0	0	0
פקודה סעיף 1  2 Go השם סעיף 2  2 Go תוספת     תקנות התאונות ומחלות משלח-היד (הודעה על מקרים מסוכנים במקומות עבודה), תשי"א-1951			40	195	0	0	0	0	0	28	0.000197	0		0	0	34	0	0	0
תקנות, לתקופה קצובה, במגבלות ובתנאים אשר יורה. מיום 24.10.2002 תק' תשס"ב-2002			40	196	1	6	0.360719	0.404919	0	0	0.000316	1		0.010871	0	4	0	0	0.024601
הוראות סעיף 46 או הוראות תקנות לפי סעיף 47, דינו – קנס 3,000 לירות או מאסר שלושה חדשים קנס 10,000 לירות או מאסר שישה חדשים. אי-משלוח תסקיר     למפקח אזורי (תיקון מס' 1)      תשל"ד-1974			40	197	10	4	0.489123	0.498315	316.637256	0	0.001217	10		0.070831	0	1	0	0	0.150973
חוק, ישלם דמי ביטוח מפני פגיעה בעבודה בשיעור של 75% 85% מהאמור בתקנת משנה (א).   מפעל נפרד תק'     תשי"ז-1956			40	198	2	6	0.364261	0.409164	3.028541	0	0.000514	2		0.011035	0	3	0	0	0.028416
תקנה מחיצה או ננקטו אמצעים מתאימים למניעת פגיעה בפיגום או באדם שעל הפיגום על ידי מיתקן ההרמה או החומר המועלה או המורד באמצעותו. מיום 28.7.2019 תק' תשע"ט-2019			40	199	9	4	0.488479	0.497417	267.911816	0	0.0011	9		0.058988	0	7	0	0	0.127308
תקנה 7 לענין הוראת מעבר. ק"ת תשע"ט מס' 8157			40	200	9	4	0.488479	0.497417	267.911816	0	0.0011	9		0.058988	0	7	0	0	0.127308
פקודת הבטיחות בעבודה, 1946, ובהתאם לתקנות הבטיחות בעבודה (עגורני-צריח), תשכ"ז-1966			40	201	7	4	0.370815	0.415094	69.919235	0	0.000901	7		0.036011	0	0	0	0	0.077893
תקנת משנה (א) או לדחות את מועד הבחינה כאמור בתקנת משנה (א)(2).  תק'     תשנ"א-1991			40	202	9	4	0.488479	0.497417	267.911816	0	0.0011	9		0.058988	0	7	0	0	0.127308
הוראת שעה     תשע"ב-2011			40	203	0	0	0	0	0	29	0.000197	0		0	0	35	0	0	0
הוראות מיוחדות לענין בריאות, בטיחות ורווחה סימן א': אבק ואדים סילוק אבק ואדים (תיקון מס' 1)      תשל"ד-1974			40	204	10	4	0.489123	0.498315	316.637256	0	0.001217	10		0.070831	0	1	0	0	0.150973
חוק המנוי בתוספת;           "תפקיד שלטוני" – תפקיד ציבורי על פי דין כמשמעותו בסעיף 15(ד)(2) לחוק-יסוד: השפיטה. מיום 10.2.2006 תיקון מס' 10 ס"ח תשס"ה מס' 2026			40	205	2	6	0.401298	0.440836	56.06371	0	0.000431	2		0.01852	0	3	0	0	0.042778
הוראות מעבר. תוקן ק"ת תשע"ח מס' 8031			40	206	10	4	0.489123	0.498315	316.637256	0	0.001217	10		0.070831	0	1	0	0	0.150973
הוראות סעיף זה כדי לגרוע מאחריות למותו של אדם או לחבלה בגופו לפי דין אחר.   מיום 1.8.1981 תיקון מס' 2 ס"ח תשמ"א מס' 1025			40	207	10	4	0.489123	0.498315	316.637256	0	0.001217	10		0.070831	0	1	0	0	0.150973
תקנות ארגון הפיקוח על העבודה (ניטור סביבתי וניטור ביולוגי של עובדים   בגורמים מזיקים), התשנ"א-1990			40	208	4	4	0.409718	0.445418	98.313191	0	0.000639	4		0.027781	0	7	0	0	0.061124
תקנות הבניה), ו"מנהל מחצבה" כמשמעותו בתקנות הבטיחות בעבודה (מחצבות אבן), תשכ"ה-1965			40	209	4	4	0.409718	0.445418	98.313191	0	0.000639	4		0.027781	0	7	0	0	0.061124
פקודת סדרי השלטון והמשפט, תש"ח-1948			40	210	10	4	0.489123	0.498315	316.637256	0	0.001217	12		0.070831	0	1	0	0	0.150973
הוראות סעיף זה באות להוסיף על הוראות פקודת חוקרי סיבות המוות, ולא לגרוע מהן. מיום 15.7.2014 תיקון מס' 1 ס"ח תשע"ד מס' 2459			40	211	2	6	0.434172	0.464106	60.015794	0	0.000446	2		0.021014	0	3	0	0	0.048687
תקנה 34 הנוסח הקודם: דמי פגיעה וקצבה לאסיר או לעציר 34. אסיר או עציר כאמור בתקנה 31 לא ישלם לו המוסד דמי פגיעה וקצבה לפי הסעיפים 20 ו-21 לחוק.   מיום 15.3.1973 תק' תשל"ג-1973			40	212	2	6	0.364261	0.409164	3.028541	0	0.000514	2		0.011035	0	3	0	0	0.028416
חוקית או מתוך אמונה סבירה ובתום לב בקיומה של הרשאה חוקית; בסעיף זה, "מעשה" – לרבות מחדל. מיום 10.2.2006 תיקון מס' 10 ס"ח תשס"ה מס' 2026			40	213	2	6	0.401298	0.440836	56.06371	0	0.000431	2		0.01852	0	3	0	0	0.042778
תקנות הבטיחות בעבודה (עבודות בניה), תשמ"ח-1988			40	214	9	4	0.488479	0.497417	267.911816	0	0.0011	11		0.058988	0	7	0	0	0.127308
תקנות הביטוח הלאומי (קביעת דרגת נכות לנפגעי עבודה), תשט"ז-1956			40	215	2	6	0.364261	0.409164	3.028541	0	0.000514	4		0.011035	0	3	0	0	0.028416
פקודה על     סדנאות במוסדות חינוך (תיקון מס' 1)      תשל"ד-1974			40	216	10	4	0.489123	0.498315	316.637256	0	0.001217	10		0.070831	0	1	0	0	0.150973
תקנות אלה, לא ישתמשו בפיגום כל עוד לא תוקן כראוי, להנחת דעתו של מנהל העבודה. שינויים בפיגום תק' תשע"ט-2019			40	217	9	4	0.488479	0.497417	267.911816	0	0.0011	9		0.058988	0	7	0	0	0.127308
תקנה 27(ב) ו-(ד), פטור מהגשת דין וחשבון לפי תקנה 8 לתקנות הביטוח הלאומי (גביית דמי ביטוח), תשי"ד-1954			40	218	2	6	0.364261	0.409164	3.028541	0	0.000514	2		0.011035	0	3	0	0	0.028416
תקנות 6, 7 לענין תחילה והוראות מעבר. מס' 1573 מיום 30.4.1964 עמ' 1151 – תק' (מס' 3) תשכ"ד-1964			40	219	2	6	0.364261	0.409164	3.028541	0	0.000514	2		0.011035	0	3	0	0	0.028416
תקנות אלה יחולו על כל עבודות בניה ובניה הנדסית. מיום 15.12.1998 תק' תשנ"ח-1998			40	220	9	4	0.488479	0.497417	267.911816	0	0.0011	9		0.058988	0	7	0	0	0.127308
תקנה זו, רואים כהכשרה מעשית גם שיעורי מקצוע הניתנים לפי חוק החניכות, תשי"ג-1953			40	221	2	6	0.364261	0.409164	3.028541	0	0.000514	4		0.011035	0	3	0	0	0.028416
הוראות סעיף זה לא יחולו לגבי מקום עבודה שעיקר עיסוקו ייצור, מילוי, החסנה, הולכה, הובלה או שיווק של גז (להלן – מפעל גז). מיום 1.1.1983 תיקון מס' 2 ס"ח תשמ"ב מס' 1051			40	222	5	6	0.435702	0.466801	78.495529	0	0.000763	5		0.03226	0	4	0	0	0.074752
הוראת שעה (תיקון) תשע"ט-2018			40	223	0	0	0	0	0	30	0.000197	0		0	0	36	0	0	0
הוראות סעיפים 11 עד 16. מיום 3.7.1969 תיקון מס' 2 ס"ח תשכ"ט מס' 561 מיום 3.7.1969			40	224	2	6	0.401298	0.440836	56.06371	0	0.000431	2		0.01852	0	7	0	0	0.042778
תקנה 19 הנוסח הקודם: המצאת מסמכים להוכחת הזכות לגימלה 19. לכל תביעה יצורפו המסמכים והתעודות להוכחת זכותו של התובע גימלה. תק'     תשנ"ח-1998			40	225	2	6	0.364261	0.409164	3.028541	0	0.000514	2		0.011035	0	3	0	0	0.028416
חוק ארגון הפיקוח על העבודה (תיקון מס' 2), תשמ"ב-1982			40	226	10	4	0.489123	0.498315	316.637256	0	0.001217	10		0.070831	0	1	0	0	0.150973
הוראת שעה ס"ח תשע"ט מס' 2761			40	227	5	6	0.435702	0.466801	78.495529	0	0.000763	5		0.03226	0	4	0	0	0.074752
הוראות תקנות התכנון והבניה (סטיה ניכרת מתכנית), תשכ"ז-1967			40	228	0	0	0	0	0	31	0.000197	0		0	0	37	0	0	0
הוראות הבטיחות" – הוראות הדין המפורטות בתוספת;           "מבצע בנייה" – כמשמעותו בתקנות 1 ו-6 לתקנות הבטיחות בעבודה (עבודות בנייה), התשמ"ח-1988			40	229	5	6	0.435702	0.466801	78.495529	0	0.000763	5		0.03226	0	4	0	0	0.074752
תקנות לפי סעיף זה, שיוחדו למפעלים שעיקר עיסוקם ייצור, מילוי, החסנה, הולכה, הובלה או שיווק של גז יותקנו לאחר התייעצות עם שר האנרגיה והתשתית. מיום 1.12.1989			40	230	10	4	0.489123	0.498315	316.637256	0	0.001217	10		0.070831	0	1	0	0	0.150973
תקנת מדי-חום וקיומם במקומות ובמצבים שיקבע.           (ב)  תקנות למפעלים לפי סעיף זה יכול שיהיו כלליות או לסוג או הגדר פלוני של מפעלים או חלקיהם.  (תיקון מס' 5)  תשמ"ט-1989			40	231	10	4	0.489123	0.498315	316.637256	0	0.001217	10		0.070831	0	1	0	0	0.150973
תקנות הבטיחות בעבודה (עבודה על גגות שבירים או תלולים), התשמ"ו-1986			40	232	5	4	0.41108	0.44699	97.826362	0	0.000716	5		0.038434	0	7	0	0	0.083846
הוראות תקנה זו אינן חלות -  (1)   אם המעביד משלם דמי ביטוח לפי שיעור שנקבע בתקנה 5 או לפי שיעור ממוצע למפעל מורכב כאמור בתקנה 3א; תק' (מס' 2)      תשל"ה-1975			40	233	2	6	0.364261	0.409164	3.028541	0	0.000514	2		0.011035	0	3	0	0	0.028416
חוק האמור להיות מפקח עבודה אזורי באזור שבו נמצא המפעל;  מיום 21.5.1982 תיקון מס' 3 ס"ח תשמ"ב מס' 1051			40	234	10	4	0.489123	0.498315	316.637256	0	0.001217	10		0.070831	0	1	0	0	0.150973
תקנה 8(ב). מיום 25.2.1999 תק' תשנ"ט-1999			40	235	5	4	0.484651	0.493149	246.499829	0	0.000754	5		0.041032	0	7	0	0	0.092776
הוראה לגבי כל עובד לחוד. מיום 23.8.1974 תיקון מס' 1 ס"ח תשל"ד מס' 745 מיום 23.8.1974			40	236	10	4	0.489123	0.498315	316.637256	0	0.001217	10		0.070831	0	1	0	0	0.150973
תקנה 5 לענין הוראת מעבר. תוקנה מס' 6238 מיום 11.5.2003 עמ' 697 – הוראת שעה (תיקון) תשס"ג-2003			40	237	1	6	0.192079	0.202785	0	0	0.000696	1		0.000005	0	6	0	0	0.00047
תקנה 20, לגבי עגורן צריח הנמצא בישראל ביום פרסומן של תקנות אלה ברשומות – ביום כ"ב באייר תשכ"ז (1 ביוני 1967			40	238	7	4	0.370815	0.415094	69.919235	0	0.000901	7		0.036011	0	0	0	0	0.077893
הוראה על פי סעיף 25(א), דינו – קנס 500 לירות. (תיקון     מס' 2)      תשמ"ב-1982			40	239	5	6	0.435702	0.466801	78.495529	0	0.000763	5		0.03226	0	4	0	0	0.074752
תקנה זו; תק'     תשע"ג-2012			40	240	0	0	0	0	0	32	0.000197	0		0	0	38	0	0	0
חוק), ולאחר התייעצות עם המועצה הארצית לתכנון ולבנייה, אני מתקין תקנות אלה: חלק א': פרשנות סימן א': הגדרות הגדרות   1.       בתקנות אלה – תק'     תשע"ח-2018			40	241	6	6	0.320518	0.364735	17.831016	0	0.000782	6		0.010798	0	5	0	0	0.031267
הוראות תקנות אלה והוראות יצרן הפיגום, ואם הפיגום טעון תכנון של מתכנן הקמת פיגומים – גם לפי הוראות מתכנן הקמת הפיגומים ותכנית הפיגומים. מיום 15.12.1998 תק' תשנ"ח-1998			40	242	9	4	0.488479	0.497417	267.911816	0	0.0011	9		0.058988	0	7	0	0	0.127308
הוראות תקנות רישוי עסקים (מעבדות רפואיות), תשל"ז-1977			40	243	1	6	0.360719	0.404919	0	0	0.000316	1		0.010871	0	4	0	0	0.024601
תקנת משנה (ב). תק' תשס"ב-2002			40	244	0	0	0	0	0	33	0.000197	0		0	0	39	0	0	0
חוק רישום קבלנים לעבודות הנדסה בנאיות, תשכ"ט-1969			40	245	1	6	0.31914	0.360243	0	0	0.0003	1		0.008378	0	7	0	0	0.018691
תקנת משנה (א) יינתן, בכתב, למבצע הבניה, ליצרן הטפסה או ליבואן, לפי הענין. מיום 16.6.1992 תק' תשנ"ב-1992			40	246	9	4	0.488479	0.497417	267.911816	0	0.0011	9		0.058988	0	7	0	0	0.127308
תקנות אלה. תחילה   14.  תחילתן של תקנות אלה ביום העשירי לאחר פרסומן. השם   15.  לתקנות אלה ייקרא "תקנות מס מקביל (שירותי בריאות בעבודה), תשל"ג–1973			40	247	0	0	0	0	0	34	0.000197	0		0	0	40	0	0	0
תקנה 24; תק'     תש"ף-2020			40	248	6	6	0.320518	0.364735	17.831016	0	0.000782	6		0.010798	0	5	0	0	0.031267
הוראות מעבר (תוקנו ק"ת תשכ"ב מס' 1254			40	249	2	6	0.364261	0.409164	3.028541	0	0.000514	2		0.011035	0	3	0	0	0.028416
תקנות   רישום קבלנים לעבודות הנדסה בנאיות (מנהלי עבודה), תשמ"ב-1982			40	250	0	0	0	0	0	35	0.000197	0		0	0	41	0	0	0
תקנה 26(1ב)(2) ייקבעו בהסכם בין המוסד לבין משרד העבודה. מיום 1.10.1962 תק' (מס' 5) תשכ"ב-1962			40	251	2	6	0.364261	0.409164	3.028541	0	0.000514	2		0.011035	0	3	0	0	0.028416
חוק), ובאישור ועדת העבודה והרווחה של הכנסת לפי סעיף 48(א) לחוק-יסוד: הממשלה וסעיף 2(ב) לחוק העונשין, תשל"ז-1977			40	252	0	0	0	0	0	36	0.000197	0		0	0	42	0	0	0
תקנה 2, של מי שאינו חבר בקיבוץ או במושב שיתופי, ענף או שירות לא חקלאיים שאינם מיועדים בעיקרם לצריכה או לשימוש העצמיים של הקבוץ או המושב השיתופי או חבריהם. תק' תשכ"ג-1963			40	253	2	6	0.364261	0.409164	3.028541	0	0.000514	2		0.011035	0	3	0	0	0.028416
הוראות החוק והתקנות לפיו. מיום 21.5.1982 תיקון מס' 2 ס"ח תשמ"ב מס' 1051			40	254	5	6	0.435702	0.466801	78.495529	0	0.000763	5		0.03226	0	4	0	0	0.074752
חוק החניכות).   מיום 15.3.1973 תק' תשל"ג-1973			40	255	2	6	0.364261	0.409164	3.028541	0	0.000514	2		0.011035	0	3	0	0	0.028416
תקנה זו –   תק'     תש"ם-1980			40	256	2	6	0.364261	0.409164	3.028541	0	0.000514	2		0.011035	0	3	0	0	0.028416
חוק: אם מקום תשלום השכר והזמן לגבייתו נקבעו על ידי המעביד בדרך כלל או במיוחד לפני קרות התאונה; תק' (מס' 2)      תשל"ב-1972			40	257	2	6	0.364261	0.409164	3.028541	0	0.000514	2		0.011035	0	3	0	0	0.028416
חוק הביטוח הלאומי, תשי"ד-1953			40	258	2	6	0.364261	0.409164	3.028541	0	0.000514	2		0.011035	0	3	0	0	0.028416
חוקה חוק ומשפט של הכנסת, רשאי, בצו, לשנות את התוספת. מיום 10.2.2006 תיקון מס' 10 ס"ח תשס"ה מס' 2026			40	259	2	6	0.401298	0.440836	56.06371	0	0.000431	2		0.01852	0	3	0	0	0.042778
תקנות הבטיחות (עגורני צריח), תשכ"ז-1966			40	260	7	4	0.370815	0.415094	69.919235	0	0.000901	7		0.036011	0	0	0	0	0.077893
תקנות (תיקון מס' 6) תשס"ה-2005			40	261	10	4	0.489123	0.498315	316.637256	0	0.001217	10		0.070831	0	1	0	0	0.150973
תקנות Go 12 סעיף 43א  אגרות Go 12 סעיף 44  הוראות מעבר Go 12   חוק ארגון הפיקוח על העבודה, תשי"ד-1954			40	262	5	6	0.435702	0.466801	78.495529	0	0.000763	5		0.03226	0	4	0	0	0.074752
הוראות סימן זה. מיום 15.7.2014 תיקון מס' 7 ס"ח תשע"ד מס' 2459			40	263	10	4	0.489123	0.498315	316.637256	0	0.001217	10		0.070831	0	1	0	0	0.150973
פקודה על     מעליות, דרגנועים ומיתקני לחץ בחצרים שאינם מפעל (תיקון מס' 6)      תשס"ה-2005			40	264	10	4	0.489123	0.498315	316.637256	0	0.001217	10		0.070831	0	1	0	0	0.150973
תקנה 3 לענין תחילה. מס' 997 מיום 17.3.1960 עמ' 857 – תק' (מס' 5) תש"ך-1960			40	265	2	6	0.364261	0.409164	3.028541	0	0.000514	2		0.011035	0	3	0	0	0.028416
תקנות), כנוסחו ביום כ"א בטבת תשנ"ז (31 בדצמבר 1996			40	266	5	6	0.435702	0.466801	78.495529	0	0.000763	5		0.03226	0	4	0	0	0.074752
חוק החומרים המסוכנים, תשנ"ג-1993			40	267	1	6	0.360719	0.404919	0	0	0.000316	1		0.010871	0	4	0	0	0.024601
חוקים אלה: (1)  חוק העונשין, התשל"ז-1977			40	268	10	4	0.489123	0.498315	316.637256	0	0.001217	10		0.070831	0	1	0	0	0.150973
תקנות החשמל (התקנת כבלים במתח שאינו עולה על   מתח נמוך), תש"ס-2000			40	269	0	0	0	0	0	37	0.000197	0		0	0	43	0	0	0
תקנות עבודת הנוער (עבודות אסורות ועבודות מוגבלות), התשנ"ו-1995			40	270	5	6	0.435702	0.466801	78.495529	0	0.000763	5		0.03226	0	4	0	0	0.074752
תקנה 39 זקפי פיגום תק'     תשנ"א-1991			40	271	9	4	0.488479	0.497417	267.911816	0	0.0011	9		0.058988	0	7	0	0	0.127308
תקנה 25(2)(ב) - מעבידו של החניך לענין חוק החניכות, תשי"ג-1953			40	272	2	6	0.364261	0.409164	3.028541	0	0.000514	2		0.011035	0	3	0	0	0.028416
הוראות סעיף 8ג יחולו בשינויים המחוייבים. מיום 21.5.1982 תיקון מס' 2 ס"ח תשמ"ב מס' 1051			40	273	5	6	0.435702	0.466801	78.495529	0	0.000763	5		0.03226	0	4	0	0	0.074752
תקנות ארגון הפיקוח על העבודה (מסירת מידע והדרכת עובדים), תשמ"ד-1984			40	274	1	6	0.360719	0.404919	0	0	0.000316	1		0.010871	0	4	0	0	0.024601
חוק לתיקון פקודת הבטיחות בעבודה (מס' 9), תשע"ו-2016			40	275	5	6	0.435702	0.466801	78.495529	0	0.000763	5		0.03226	0	4	0	0	0.074752
תקנה 2ב;   "שירות רפואי מוסמך" – כל אחד מאלה: תק'     תשנ"ו-1996			40	276	2	6	0.361071	0.405818	0.985621	0	0.000426	2		0.015422	0	4	0	0	0.034016
תקנה זו. מיום 31.3.1987 תק' תשמ"ז-1987			40	277	1	6	0.363904	0.408266	0	0	0.000328	1		0.010143	0	3	0	0	0.024086
תקנה 24א   מיום 1.1.1976 תק' תשל"ו-1976			40	278	2	6	0.364261	0.409164	3.028541	0	0.000514	2		0.011035	0	3	0	0	0.028416
חוק התקנים, התשי"ג-1953			40	279	18	4	0.494337	0.505503	1946.892784	0	0.00197	24		0.080663	0	5	0	0	0.17898
הוראת שעה תשס"ג-2002			40	280	1	6	0.192079	0.202785	0	0	0.000696	1		0.000005	0	6	0	0	0.00047
תקנות החשמל (הארקות ואמצעי הגנה מפני חישמול במתח עד 1000 וולט), תשנ"א-1991			40	281	1	6	0.192079	0.202785	0	0	0.000696	1		0.000005	0	6	0	0	0.00047
תקנות הבטיחות בעבודה (עגורנאים, מפעילי מכונות הרמה אחרות ואתתים), תשנ"ג-1992			40	282	3	4	0.369338	0.4115	12.606953	0	0.000506	6		0.02662	0	4	0	0	0.056561
תקנות התכנון והבניה (חישוב שטחים ואחוזי בניה בתכניות ובהיתרים), תשנ"ב-1992			40	283	0	0	0	0	0	38	0.000197	0		0	0	44	0	0	0
חוק  הם 0.2% מהסכום שלפיו משתלמים דמי ביטוח לפי סעיף 39(ב) לחוק כפי ששונה בתקנות לפי סעיף 45(א) לחוק, כפול שלושה כפול חמישה.   מיום 1.4.1964 תק' (מס' 2) תשכ"ד-1964			40	284	2	6	0.364261	0.409164	3.028541	0	0.000514	2		0.011035	0	3	0	0	0.028416
הוראתו תינתן בכתב ובחתימת ידו, תוך התחשבות בגילו של העובד, באפשרויות תעסוקה חליפיות וברצונו של העובד שהובע בכתב. מיום 11.8.2000 תק' תש"ס-2000			40	285	2	6	0.361071	0.405818	0.985621	0	0.000426	2		0.015422	0	4	0	0	0.034016
תקנות הבטיחות בעבודה (הגבלות בהתזת אסבסט), תשל"ח-1978			40	286	2	6	0.361071	0.405818	0.985621	0	0.000426	2		0.015422	0	4	0	0	0.034016
תקנות 17(ג), 36(ה) ו-110(ב) ו-(ג) ביום י"ז בטבת התשפ"א (1 בינואר 2021			40	287	6	6	0.320518	0.364735	17.831016	0	0.000782	6		0.010798	0	5	0	0	0.031267
הוראה של סימן זה לגבי החדר הנדון בתובענה.  מיום 23.8.1974 תיקון מס' 1 ס"ח תשל"ד מס' 745 מיום 23.8.1974			40	288	10	4	0.489123	0.498315	316.637256	0	0.001217	10		0.070831	0	1	0	0	0.150973
הוראות פקודה זו או תקנה לפיה, יראו את הדבר כאילו היתה הפרת הוראה לגבי כל עובד לחוד. מיום 23.8.1974 תיקון מס' 1 ס"ח תשל"ד מס' 745 מיום 23.8.1974			40	289	10	4	0.489123	0.498315	316.637256	0	0.001217	10		0.070831	0	1	0	0	0.150973
חוק בית הדין לעבודה תשכ"ט–1969			40	290	5	6	0.435702	0.466801	78.495529	0	0.000763	5		0.03226	0	4	0	0	0.074752
הוראות חיקוק או לפי הוראה אחרת, לרבות אורח של תופש המקרקעין שלא על מנת לקבל פרס. אחריות כלפי מסיג גבול בשטח צבאי (תיקון מס' 4) תש"ל-1970			40	291	2	6	0.401298	0.440836	56.06371	0	0.000431	2		0.01852	0	7	0	0	0.042778
תקנות אלה שנה מיום פרסומן ביום ה' בטבת תשס"ב (31 בדצמבר 2001			40	292	0	0	0	0	0	39	0.000197	0		0	0	45	0	0	0
הוראות פרק ב'1 לחוק הגז (בטיחות ורישוי), התשמ"ט-1989			40	293	10	4	0.489123	0.498315	316.637256	0	0.001217	10		0.070831	0	1	0	0	0.150973
חוק, על תוצאות הפגיעה ועל תקופת אי כושרו לעבודתו או לעבודה מתאימה אחרת. מיום 31.3.1977 תק' תשל"ז-1977			40	294	2	6	0.364261	0.409164	3.028541	0	0.000514	2		0.011035	0	3	0	0	0.028416
תקנות שיעורי שכר בטלה והוצאות שישלם המעסיק למי שאינו עובד המפעל ומונה כאמור כחבר בועדת הבטיחות. (תיקון     מס' 2)      תשמ"ב-1982			40	295	5	6	0.435702	0.466801	78.495529	0	0.000763	5		0.03226	0	4	0	0	0.074752
תקנה 3 לענין תחילה. עמ' 770 – תק' (מס' 2) תשמ"א-1981			40	296	2	6	0.364261	0.409164	3.028541	0	0.000514	2		0.011035	0	3	0	0	0.028416
חוק כי דינם כדין גופים פטורים, ועל קניה ומכירה של חומרי נפץ בידי כל אחד מאלה. מיום 21.3.1996 תק' תשנ"ו-1996			40	297	4	6	0.361775	0.407615	102.749149	0	0.000777	4		0.011178	0	4	0	0	0.026342
תקנות אלה: הגדרות   1.    בתקנות אלה –           "ממונה על העבודה" - לרבות "מנהל עבודה" כמשמעותו בתקנות הבטיחות בעבודה (עבודות בניה), תשמ"ח-1988			40	298	4	4	0.409718	0.445418	98.313191	0	0.000639	4		0.027781	0	7	0	0	0.061124
תקנות אלה: חלק א': פרשנות סימן א': הגדרות הגדרות   1.       בתקנות אלה – תק'     תשע"ח-2018			40	299	6	6	0.320518	0.364735	17.831016	0	0.000782	6		0.010798	0	5	0	0	0.031267
חוק אחר ולא להחליפן או לגרוע מהן, זולת אם יש הוראה אחרת מפורשת. ביצוע   247.  השר ממונה על ביצוע פקודה זו. אגרות (תיקון מס' 9)      תשע"ו-2016			40	300	10	4	0.489123	0.498315	316.637256	0	0.001217	10		0.070831	0	1	0	0	0.150973
הוראות בדבר תקופת כהונתו של המועצה והתנאים להפסקת החברות בה.           (ד)  הודעה על הרכב מועצת המוסד תפורסם ברשומות. מיום 15.7.2014 תיקון מס' 8 ס"ח תשע"ד מס' 2459			40	301	5	6	0.435702	0.466801	78.495529	0	0.000763	5		0.03226	0	4	0	0	0.074752
חוק כפי ששונה בתקנות לפי סעיף 45(א) לחוק, כפול חמישה הם 0.4% מסכום הכנסת מינימום לפי פרט 1 בלוח י"א לחוק, כפול חמישה.   מיום 15.3.1973 תק' תשל"ג-1973			40	302	2	6	0.364261	0.409164	3.028541	0	0.000514	2		0.011035	0	3	0	0	0.028416
תקנות הגנת הצומח (הסדר, יבוא ומכירה של תכשירים כימיים),   התשנ"ה-1994			40	303	4	4	0.409718	0.445418	98.313191	0	0.000639	4		0.027781	0	7	0	0	0.061124
הוראות תקנות 79 ו-80 לתקנות האמורות. 5.        תקנה 2(א) לתקנות הבטיחות בעבודה (עגורנאים, מפעילי מכונות הרמה אחרות ואתתים), התשנ"ג-1992			40	304	5	6	0.435702	0.466801	78.495529	0	0.000763	5		0.03226	0	4	0	0	0.074752
תקנות 17(ג), 36(ה) ו-110(ב) ו-(ג) ארבעה חודשים מיום התחילה ביום כ"ד בטבת התשע"ט (1 בינואר 2019			40	305	6	6	0.320518	0.364735	17.831016	0	0.000782	6		0.010798	0	5	0	0	0.031267
תקנות הבטיחות בעבודה (הרמת בני אדם   במלגזות), תשמ"ג-1983			40	306	0	0	0	0	0	40	0.000197	0		0	0	46	0	0	0
תקנות החשמל (עבודה במיתקנים חשמליים חיים),   התשכ"ז-1967			40	307	4	4	0.409718	0.445418	98.313191	0	0.000639	4		0.027781	0	7	0	0	0.061124
תקנה 2א   מיום 24.11.1990 תק' תשנ"א-1990			40	308	2	6	0.361071	0.405818	0.985621	0	0.000426	2		0.015422	0	4	0	0	0.034016
תקנות הבטיחות בעבודה (ציוד מגן אישי), תשנ"ז-1997			40	309	4	4	0.409718	0.445418	98.313191	0	0.000639	4		0.027781	0	7	0	0	0.061124
תקנות החשמל (הארקות ואמצעי הגנה בפני חשמול במתח עד 1000 וולט), תשנ"א-1991			40	310	0	0	0	0	0	41	0.000197	0		0	0	47	0	0	0
תקנת מיתקן ההרמה על הפיגום, מתכנן הקמת פיגומים בדק את השפעת התקנת מיתקן ההרמה על גבי הפיגום על יציבות הפיגום, וקבע הוראות לחיזוק הפיגום ולשימוש במיתקן ההרמה; תק'     תשע"ט-2019			40	311	9	4	0.488479	0.497417	267.911816	0	0.0011	9		0.058988	0	7	0	0	0.127308
הוראות לחיזוק הפיגום ולשימוש במיתקן ההרמה; תק'     תשע"ט-2019			40	312	9	4	0.488479	0.497417	267.911816	0	0.0011	9		0.058988	0	7	0	0	0.127308
תקנות אלה חודשיים מיום פרסומן, והן יחולו על בקשה למידע להיתר שהוגשה במועד תחילתן של תקנות אלה (להלן – יום התחילה) או לאחריו, ועל בקשה להיתר שתוגש על פי מידע כאמור.            תק'     תש"ף-2020			40	313	6	6	0.320518	0.364735	17.831016	0	0.000782	6		0.010798	0	5	0	0	0.031267
תקנה 7(א) הצהרת ויתור על סודיות רפואית לפי תקנות מס מקביל (שירותי בריאות בעבודה), תשל"ג–1973			40	314	0	0	0	0	0	42	0.000197	0		0	0	48	0	0	0
